usage_id,customer_id,usage_date,data_used_gb,call_minutes,network_type
11253,16,2024-03-05 00:00:00,1.08,110,4G
11254,477,2022-07-30 00:00:00,3.08,223,4G
11255,62,2022-12-31 00:00:00,1.15,74,4G
11256,369,2022-03-17 00:00:00,2.03,13,4G
11257,432,2023-10-22 00:00:00,0.26,257,4G
11258,158,2022-11-17 00:00:00,4.09,188,4G
11259,268,2023-12-26 00:00:00,1.15,238,4G
11260,35,2023-03-09 00:00:00,2.61,90,4G
11261,267,2022-04-19 00:00:00,3.23,183,4G
11262,64,2023-10-03 00:00:00,0.59,16,4G
11263,494,2023-06-06 00:00:00,5.4,11,4G
11264,50,2022-02-16 00:00:00,2.39,165,5G
11265,469,2023-01-14 00:00:00,1.4,145,4G
11266,255,2024-04-06 00:00:00,0.5,281,4G
11267,149,2022-04-06 00:00:00,7.13,36,5G
11268,325,2022-04-13 00:00:00,3.52,69,4G
11269,304,2024-06-10 00:00:00,0.58,168,4G
11270,276,2024-05-03 00:00:00,1.03,169,4G
11271,357,2022-05-26 00:00:00,4.15,252,4G
11272,451,2024-05-29 00:00:00,2.97,296,4G
11273,172,2022-01-27 00:00:00,3.63,141,4G
11274,417,2024-01-02 00:00:00,1.45,272,4G
11275,201,2023-06-14 00:00:00,3.15,224,5G
11276,445,2023-11-10 00:00:00,1.22,182,4G
11277,393,2022-03-23 00:00:00,0.59,220,4G
11278,324,2023-03-04 00:00:00,2.5,52,4G
11279,35,2023-08-07 00:00:00,9.33,117,4G
11280,465,2024-04-01 00:00:00,0.93,158,5G
11281,482,2023-04-24 00:00:00,1.54,135,4G
11282,216,2024-02-05 00:00:00,2.8,76,5G
11283,480,2022-06-11 00:00:00,1.95,44,4G
11284,65,2024-04-18 00:00:00,4.64,17,5G
11285,8,2023-02-06 00:00:00,3.59,204,4G
11286,301,2023-05-23 00:00:00,0.15,82,4G
11287,343,2022-02-07 00:00:00,16.13,49,5G
11288,431,2023-05-26 00:00:00,3.49,280,5G
11289,424,2023-01-28 00:00:00,4.99,165,4G
11290,332,2023-12-14 00:00:00,2.63,242,5G
11291,438,2023-05-09 00:00:00,4.85,163,4G
11292,76,2022-07-19 00:00:00,0.3,55,4G
11293,174,2022-09-12 00:00:00,1.07,38,4G
11294,47,2022-06-28 00:00:00,5.23,127,5G
11295,15,2023-07-01 00:00:00,0.56,121,5G
11296,361,2023-08-17 00:00:00,0.2,246,4G
11297,147,2023-01-24 00:00:00,3.88,185,4G
11298,26,2023-02-02 00:00:00,4.51,207,4G
11299,308,2024-01-02 00:00:00,0.44,238,4G
11300,93,2022-06-07 00:00:00,4.82,214,4G
11301,406,2022-01-04 00:00:00,2.9,291,4G
11302,232,2022-06-16 00:00:00,1.84,223,4G
11303,21,2023-04-13 00:00:00,4.43,87,4G
11304,307,2023-02-13 00:00:00,1.36,24,4G
11305,38,2023-02-16 00:00:00,0.54,219,5G
11306,276,2022-07-23 00:00:00,0.84,274,4G
11307,157,2022-07-13 00:00:00,1.76,134,4G
11308,179,2022-08-23 00:00:00,1.89,232,4G
11309,132,2023-12-19 00:00:00,4.09,65,4G
11310,311,2022-05-30 00:00:00,3.92,79,4G
11311,455,2022-06-08 00:00:00,2.18,254,4G
11312,348,2022-10-06 00:00:00,3.79,124,5G
11313,28,2024-03-26 00:00:00,0.53,145,4G
11314,260,2023-02-08 00:00:00,0.13,102,4G
11315,406,2024-06-11 00:00:00,5.17,276,4G
11316,76,2023-11-09 00:00:00,0.2,123,4G
11317,429,2022-11-07 00:00:00,0.71,266,5G
11318,67,2022-03-09 00:00:00,2.97,277,5G
11319,342,2023-04-08 00:00:00,1.32,110,4G
11320,492,2022-03-29 00:00:00,5.23,88,4G
11321,194,2022-08-05 00:00:00,0.88,157,5G
11322,472,2022-01-01 00:00:00,0.03,215,4G
11323,162,2022-05-15 00:00:00,0.89,35,5G
11324,347,2023-11-28 00:00:00,2.16,86,5G
11325,439,2022-12-17 00:00:00,1.18,117,4G
11326,361,2022-05-20 00:00:00,1.91,181,5G
11327,257,2023-09-10 00:00:00,5.23,67,5G
11328,72,2022-05-13 00:00:00,6.09,158,5G
11329,87,2023-09-12 00:00:00,0.77,284,4G
11330,422,2022-06-27 00:00:00,1.55,163,4G
11331,262,2024-03-20 00:00:00,1.99,72,4G
11332,214,2022-12-24 00:00:00,7.45,118,4G
11333,153,2023-01-15 00:00:00,16.46,194,4G
11334,210,2024-05-20 00:00:00,0.67,88,4G
11335,401,2023-10-20 00:00:00,3.25,75,4G
11336,61,2023-03-26 00:00:00,1.19,220,4G
11337,268,2023-08-09 00:00:00,0.02,138,4G
11338,262,2023-04-08 00:00:00,0.02,240,4G
11339,218,2022-04-18 00:00:00,1.54,153,5G
11340,283,2022-05-02 00:00:00,1.68,52,4G
11341,136,2022-01-17 00:00:00,0.06,141,4G
11342,467,2022-07-15 00:00:00,2.9,30,5G
11343,380,2022-11-23 00:00:00,0.87,222,4G
11344,362,2022-11-14 00:00:00,2.05,291,4G
11345,449,2024-03-19 00:00:00,0.89,265,5G
11346,441,2023-04-24 00:00:00,0.46,281,5G
11347,93,2022-09-09 00:00:00,1.31,275,4G
11348,109,2023-05-18 00:00:00,0.66,43,5G
11349,241,2022-04-29 00:00:00,1.91,61,5G
11350,355,2023-11-05 00:00:00,0.55,200,4G
11351,424,2023-12-11 00:00:00,1.78,8,4G
11352,142,2023-05-13 00:00:00,0.43,70,4G
11353,291,2023-05-01 00:00:00,2.78,89,4G
11354,432,2022-02-14 00:00:00,3.51,23,4G
11355,237,2022-11-10 00:00:00,0.29,139,5G
11356,340,2022-06-28 00:00:00,1.58,77,4G
11357,312,2024-06-12 00:00:00,0.18,213,4G
11358,177,2023-02-22 00:00:00,2.28,15,4G
11359,141,2023-07-10 00:00:00,0.77,28,4G
11360,189,2024-02-22 00:00:00,1.87,290,4G
11361,486,2022-03-19 00:00:00,1.82,42,4G
11362,49,2022-11-22 00:00:00,6.45,52,4G
11363,302,2023-11-21 00:00:00,1.99,275,5G
11364,369,2022-12-23 00:00:00,2.19,231,4G
11365,190,2023-02-20 00:00:00,1.28,211,4G
11366,136,2023-05-30 00:00:00,7.44,7,4G
11367,43,2022-08-02 00:00:00,3.75,121,4G
11368,404,2024-05-03 00:00:00,0.84,41,4G
11369,380,2022-03-15 00:00:00,4.65,232,4G
11370,353,2023-07-17 00:00:00,1.42,69,5G
11371,90,2023-08-02 00:00:00,4.41,15,4G
11372,295,2023-05-24 00:00:00,4.33,68,4G
11373,341,2022-11-28 00:00:00,0.52,52,4G
11374,245,2022-04-03 00:00:00,3.02,172,5G
11375,433,2023-11-19 00:00:00,0.86,261,4G
11376,192,2023-10-19 00:00:00,0.88,288,5G
11377,318,2023-06-03 00:00:00,0.88,14,4G
11378,106,2022-09-26 00:00:00,3.23,269,4G
11379,363,2023-01-11 00:00:00,0.65,166,5G
11380,310,2024-04-13 00:00:00,0,62,5G
11381,382,2022-01-04 00:00:00,3.14,260,4G
11382,233,2022-05-18 00:00:00,0.47,120,4G
11383,265,2022-08-19 00:00:00,0.28,239,4G
11384,344,2023-08-23 00:00:00,0.68,106,4G
11385,37,2023-06-13 00:00:00,1.19,179,5G
11386,305,2022-02-21 00:00:00,1.62,15,4G
11387,41,2023-10-08 00:00:00,0.11,214,4G
11388,17,2023-12-24 00:00:00,8.81,76,5G
11389,344,2022-11-21 00:00:00,3.15,224,4G
11390,277,2024-01-01 00:00:00,0.98,92,4G
11391,307,2023-12-18 00:00:00,0.96,180,5G
11392,59,2023-12-24 00:00:00,1.49,173,4G
11393,423,2022-10-04 00:00:00,2.46,218,4G
11394,183,2023-06-20 00:00:00,0.4,142,4G
11395,41,2023-05-01 00:00:00,0.52,281,4G
11396,39,2023-05-31 00:00:00,4.91,258,4G
11397,397,2022-06-01 00:00:00,0.74,46,4G
11398,192,2023-04-28 00:00:00,1.2,4,5G
11399,267,2022-09-16 00:00:00,5.13,61,5G
11400,494,2022-11-20 00:00:00,2.72,83,5G
11401,147,2024-05-18 00:00:00,1.05,132,4G
11402,395,2022-06-17 00:00:00,2.88,62,5G
11403,333,2023-11-19 00:00:00,0.05,280,4G
11404,127,2022-11-06 00:00:00,3.33,43,4G
11405,46,2024-03-13 00:00:00,1.67,152,5G
11406,45,2023-04-24 00:00:00,4.19,269,4G
11407,1,2022-02-25 00:00:00,7.73,170,4G
11408,168,2023-09-12 00:00:00,6.5,155,5G
11409,108,2023-04-18 00:00:00,6,274,4G
11410,19,2022-10-23 00:00:00,1.79,19,4G
11411,332,2023-04-06 00:00:00,1.12,213,4G
11412,72,2022-11-20 00:00:00,1.56,78,5G
11413,456,2024-03-24 00:00:00,2.93,138,4G
11414,445,2024-04-25 00:00:00,5.39,97,4G
11415,109,2022-05-21 00:00:00,0.58,151,4G
11416,268,2023-10-29 00:00:00,6.26,197,4G
11417,445,2022-09-19 00:00:00,4.22,272,5G
11418,240,2024-02-24 00:00:00,9.64,155,4G
11419,417,2023-02-24 00:00:00,5.31,49,4G
11420,301,2024-01-14 00:00:00,0.82,227,4G
11421,90,2022-08-29 00:00:00,0.28,9,5G
11422,103,2022-12-21 00:00:00,0.3,148,4G
11423,476,2024-04-28 00:00:00,0.86,57,4G
11424,250,2024-02-09 00:00:00,2.38,161,4G
11425,453,2024-01-31 00:00:00,4.08,106,4G
11426,8,2023-08-12 00:00:00,5.74,288,5G
11427,153,2022-06-29 00:00:00,2.44,185,5G
11428,347,2022-03-07 00:00:00,0.01,45,5G
11429,174,2024-03-30 00:00:00,0.52,128,5G
11430,343,2022-12-14 00:00:00,0.26,86,5G
11431,158,2022-06-20 00:00:00,1.13,248,4G
11432,493,2023-04-19 00:00:00,1.74,256,5G
11433,431,2023-06-18 00:00:00,0.11,276,4G
11434,215,2023-01-02 00:00:00,1.07,277,4G
11435,177,2022-04-17 00:00:00,0.49,3,4G
11436,175,2023-03-15 00:00:00,2.6,64,5G
11437,340,2024-04-14 00:00:00,1.56,201,4G
11438,338,2022-08-15 00:00:00,1.71,62,5G
11439,146,2023-03-20 00:00:00,1.4,142,4G
11440,450,2023-03-18 00:00:00,7.81,243,4G
11441,324,2023-01-31 00:00:00,0.6,291,4G
11442,478,2023-12-29 00:00:00,1.82,284,4G
11443,161,2023-08-04 00:00:00,3.33,179,4G
11444,127,2022-03-25 00:00:00,2.03,173,4G
11445,420,2023-09-07 00:00:00,6.61,110,5G
11446,82,2023-07-05 00:00:00,1.19,174,4G
11447,485,2022-01-13 00:00:00,1.56,152,4G
11448,147,2024-03-19 00:00:00,0.23,216,4G
11449,239,2024-04-04 00:00:00,2.35,296,4G
11450,412,2023-11-24 00:00:00,0.85,239,4G
11451,424,2023-05-08 00:00:00,0.44,225,4G
11452,84,2022-09-25 00:00:00,1.97,185,4G
11453,113,2023-06-09 00:00:00,1.9,47,4G
11454,225,2022-04-30 00:00:00,0.2,207,5G
11455,332,2022-12-19 00:00:00,3,156,5G
11456,378,2022-02-26 00:00:00,2.44,224,4G
11457,243,2022-02-09 00:00:00,0.52,143,4G
11458,143,2024-06-04 00:00:00,1.58,110,4G
11459,41,2022-12-02 00:00:00,3.19,131,4G
11460,423,2023-10-02 00:00:00,1.88,112,5G
11461,258,2022-06-22 00:00:00,1.26,88,4G
11462,447,2023-07-01 00:00:00,0.97,160,4G
11463,285,2022-09-16 00:00:00,2.36,74,4G
11464,105,2024-06-06 00:00:00,7,280,5G
11465,202,2023-06-01 00:00:00,2.78,6,5G
11466,450,2023-12-31 00:00:00,0.19,112,5G
11467,307,2023-06-07 00:00:00,1.54,35,4G
11468,331,2024-06-12 00:00:00,5.54,265,4G
11469,461,2024-04-18 00:00:00,0.25,112,4G
11470,266,2022-04-27 00:00:00,11.25,291,4G
11471,398,2022-07-03 00:00:00,7.44,222,4G
11472,210,2024-05-23 00:00:00,0.2,210,4G
11473,51,2022-04-26 00:00:00,6.77,17,4G
11474,118,2022-06-11 00:00:00,1.13,240,5G
11475,201,2023-08-02 00:00:00,4.66,133,4G
11476,377,2023-12-13 00:00:00,1.35,219,4G
11477,39,2023-06-27 00:00:00,1.45,101,4G
11478,28,2023-08-10 00:00:00,2.51,139,4G
11479,259,2022-08-25 00:00:00,3.72,168,4G
11480,84,2024-04-18 00:00:00,0.09,190,4G
11481,454,2022-03-07 00:00:00,2.25,24,4G
11482,155,2022-03-11 00:00:00,0.52,32,4G
11483,117,2024-03-19 00:00:00,1.06,5,4G
11484,2,2023-03-23 00:00:00,1.07,193,4G
11485,93,2023-02-20 00:00:00,1.58,229,4G
11486,166,2023-06-16 00:00:00,1.02,136,4G
11487,387,2023-03-17 00:00:00,0.28,215,4G
11488,400,2024-01-08 00:00:00,0.39,182,5G
11489,350,2023-04-09 00:00:00,0.09,167,4G
11490,296,2023-01-31 00:00:00,1.59,281,4G
11491,258,2023-12-12 00:00:00,7.72,37,5G
11492,81,2023-07-05 00:00:00,0.31,162,5G
11493,425,2023-10-19 00:00:00,7.31,141,5G
11494,268,2023-07-11 00:00:00,3.3,247,4G
11495,419,2023-01-30 00:00:00,2.54,102,4G
11496,235,2022-11-22 00:00:00,2.59,198,4G
11497,321,2024-06-11 00:00:00,4.38,199,4G
11498,311,2022-04-01 00:00:00,0.28,41,5G
11499,301,2024-01-20 00:00:00,1.76,146,4G
11500,463,2022-03-11 00:00:00,2.99,65,5G
11501,474,2022-06-15 00:00:00,2.21,192,4G
11502,357,2023-10-04 00:00:00,4.47,297,4G
11503,213,2022-08-02 00:00:00,0.19,37,5G
11504,62,2024-05-01 00:00:00,2.93,140,5G
11505,49,2023-08-24 00:00:00,1.91,105,5G
11506,127,2022-12-01 00:00:00,1.19,151,5G
11507,223,2024-02-03 00:00:00,1.04,37,4G
11508,409,2023-01-04 00:00:00,2.42,96,4G
11509,279,2024-05-10 00:00:00,5.54,107,5G
11510,408,2023-08-07 00:00:00,1.71,118,4G
11511,294,2023-11-08 00:00:00,4.35,150,4G
11512,284,2022-02-18 00:00:00,1.29,73,4G
11513,277,2022-02-21 00:00:00,0.27,56,4G
11514,438,2022-10-16 00:00:00,0.16,251,4G
11515,107,2024-02-29 00:00:00,0.13,291,5G
11516,146,2023-09-18 00:00:00,1.2,254,4G
11517,420,2022-08-27 00:00:00,1.03,253,4G
11518,99,2022-05-13 00:00:00,3.16,258,5G
11519,429,2024-02-25 00:00:00,3.39,269,4G
11520,375,2022-06-15 00:00:00,0.13,33,5G
11521,73,2023-01-09 00:00:00,0.62,237,4G
11522,437,2023-01-08 00:00:00,0.8,178,5G
11523,486,2024-03-15 00:00:00,1.98,103,4G
11524,122,2023-04-23 00:00:00,0.39,28,4G
11525,30,2024-01-25 00:00:00,0.36,226,5G
11526,188,2023-04-24 00:00:00,7.2,231,5G
11527,364,2024-04-11 00:00:00,4.08,116,4G
11528,354,2023-10-12 00:00:00,0.5,206,5G
11529,288,2023-08-14 00:00:00,1.3,184,4G
11530,451,2023-11-13 00:00:00,1.1,137,5G
11531,195,2023-09-27 00:00:00,3.91,163,4G
11532,156,2023-11-19 00:00:00,1.78,74,4G
11533,172,2022-10-27 00:00:00,0.34,232,4G
11534,335,2022-03-23 00:00:00,3.36,283,4G
11535,41,2022-03-28 00:00:00,1.26,254,4G
11536,63,2022-08-13 00:00:00,0.76,8,4G
11537,23,2022-01-16 00:00:00,1.18,202,4G
11538,360,2024-04-01 00:00:00,1.72,90,4G
11539,75,2022-12-24 00:00:00,1.05,149,4G
11540,48,2022-06-12 00:00:00,0.69,175,5G
11541,160,2023-09-02 00:00:00,1.27,32,4G
11542,313,2023-10-30 00:00:00,0.05,183,5G
11543,118,2023-05-29 00:00:00,3.7,156,5G
11544,100,2022-12-16 00:00:00,0.47,52,4G
11545,380,2023-11-12 00:00:00,0.11,295,5G
11546,417,2023-04-09 00:00:00,2.65,201,4G
11547,408,2024-04-06 00:00:00,3.72,273,4G
11548,167,2024-04-16 00:00:00,4.2,174,4G
11549,290,2023-01-10 00:00:00,1.7,243,4G
11550,440,2022-04-02 00:00:00,0.57,268,5G
11551,156,2022-06-30 00:00:00,3.34,73,4G
11552,421,2024-01-13 00:00:00,3.01,95,4G
11553,7,2022-10-28 00:00:00,0.71,172,5G
11554,196,2023-10-22 00:00:00,5.84,154,4G
11555,421,2024-03-02 00:00:00,0.28,182,4G
11556,56,2022-07-08 00:00:00,10.14,288,4G
11557,321,2024-05-08 00:00:00,4.92,257,5G
11558,193,2024-05-11 00:00:00,2.91,74,5G
11559,47,2022-11-10 00:00:00,6.98,173,4G
11560,148,2023-05-08 00:00:00,3.2,230,4G
11561,275,2022-05-08 00:00:00,0.53,246,4G
11562,157,2023-06-03 00:00:00,1.46,160,4G
11563,202,2023-03-02 00:00:00,0.19,185,5G
11564,444,2023-07-13 00:00:00,1.23,142,4G
11565,402,2023-07-19 00:00:00,3.38,281,4G
11566,476,2022-07-06 00:00:00,1.22,127,5G
11567,419,2023-07-04 00:00:00,1,165,5G
11568,427,2023-03-29 00:00:00,2.26,26,4G
11569,495,2023-04-16 00:00:00,5.14,245,4G
11570,479,2024-01-08 00:00:00,0.12,134,4G
11571,475,2023-07-19 00:00:00,1.22,201,4G
11572,126,2022-08-12 00:00:00,0.43,20,4G
11573,395,2022-06-03 00:00:00,2.97,78,4G
11574,305,2023-07-14 00:00:00,0.28,157,5G
11575,369,2022-12-17 00:00:00,2.73,93,5G
11576,294,2022-05-27 00:00:00,0.84,7,4G
11577,64,2023-07-30 00:00:00,0.55,258,4G
11578,325,2022-12-15 00:00:00,6.89,54,5G
11579,392,2022-07-01 00:00:00,0.05,35,5G
11580,418,2023-09-29 00:00:00,1.44,5,5G
11581,176,2022-06-28 00:00:00,0.05,41,4G
11582,116,2022-02-08 00:00:00,1.65,49,4G
11583,440,2024-02-11 00:00:00,1.74,111,5G
11584,204,2024-06-12 00:00:00,0.97,145,4G
11585,486,2022-01-03 00:00:00,0.35,229,4G
11586,321,2022-03-05 00:00:00,1.18,210,4G
11587,31,2022-01-29 00:00:00,2.79,29,5G
11588,388,2023-01-07 00:00:00,3.81,294,4G
11589,113,2023-06-07 00:00:00,1.89,115,5G
11590,365,2022-04-07 00:00:00,2.23,225,4G
11591,434,2024-05-19 00:00:00,0.56,58,5G
11592,325,2023-03-18 00:00:00,0.85,75,4G
11593,414,2022-07-22 00:00:00,0.44,215,4G
11594,376,2023-02-15 00:00:00,0.72,131,5G
11595,344,2022-01-21 00:00:00,0.64,80,5G
11596,443,2023-07-05 00:00:00,1.83,66,5G
11597,67,2024-01-05 00:00:00,2.07,229,4G
11598,75,2022-04-12 00:00:00,7.25,276,4G
11599,45,2022-02-15 00:00:00,0.54,71,4G
11600,260,2022-03-07 00:00:00,2.57,208,4G
11601,154,2023-08-26 00:00:00,4.25,271,5G
11602,155,2022-06-13 00:00:00,2.05,143,4G
11603,430,2022-04-21 00:00:00,0.74,250,4G
11604,363,2022-12-04 00:00:00,0.76,283,4G
11605,448,2022-05-03 00:00:00,0.1,178,4G
11606,475,2023-12-06 00:00:00,0.91,79,5G
11607,234,2023-03-23 00:00:00,3.41,56,4G
11608,51,2023-09-03 00:00:00,0.12,173,4G
11609,306,2022-10-18 00:00:00,0.62,237,5G
11610,262,2023-11-02 00:00:00,3.06,165,4G
11611,315,2023-02-16 00:00:00,3.82,83,4G
11612,125,2023-09-07 00:00:00,1.52,47,4G
11613,399,2024-06-15 00:00:00,2.99,126,4G
11614,245,2022-10-08 00:00:00,1.23,168,4G
11615,30,2022-02-12 00:00:00,0.44,66,4G
11616,426,2023-05-01 00:00:00,1.27,193,4G
11617,485,2023-08-19 00:00:00,2.17,154,4G
11618,122,2023-12-04 00:00:00,7.39,159,4G
11619,125,2022-02-20 00:00:00,0.18,183,4G
11620,37,2024-06-16 00:00:00,1.77,265,5G
11621,170,2022-07-29 00:00:00,1,167,4G
11622,124,2022-05-06 00:00:00,1.77,144,5G
11623,357,2023-05-07 00:00:00,0.06,185,4G
11624,35,2023-05-24 00:00:00,0.94,261,4G
11625,87,2023-08-04 00:00:00,4.29,273,4G
11626,134,2024-02-16 00:00:00,2.02,222,5G
11627,196,2022-09-15 00:00:00,1.5,41,4G
11628,274,2022-07-07 00:00:00,0.84,3,4G
11629,201,2022-08-18 00:00:00,0.88,275,5G
11630,369,2022-07-08 00:00:00,1.21,283,5G
11631,285,2023-02-19 00:00:00,4.51,192,4G
11632,77,2022-01-10 00:00:00,8.54,103,5G
11633,59,2022-04-24 00:00:00,1.44,246,5G
11634,431,2022-03-17 00:00:00,1.25,299,4G
11635,126,2023-11-07 00:00:00,4.69,22,4G
11636,500,2023-05-17 00:00:00,1.39,12,4G
11637,401,2022-03-26 00:00:00,2.01,143,4G
11638,109,2022-02-18 00:00:00,0.66,217,5G
11639,224,2023-05-10 00:00:00,3.4,182,4G
11640,496,2024-04-17 00:00:00,1.9,241,4G
11641,278,2023-11-20 00:00:00,4.14,192,5G
11642,68,2023-01-22 00:00:00,3.79,271,4G
11643,69,2023-01-24 00:00:00,0.61,164,5G
11644,165,2022-08-06 00:00:00,3.14,179,5G
11645,489,2023-12-02 00:00:00,4.02,116,5G
11646,305,2022-12-12 00:00:00,1.06,265,5G
11647,397,2022-08-18 00:00:00,0.47,37,4G
11648,162,2022-09-12 00:00:00,0.01,43,4G
11649,365,2022-08-24 00:00:00,1.5,73,4G
11650,342,2022-01-26 00:00:00,1.09,225,4G
11651,309,2023-08-07 00:00:00,2.02,12,4G
11652,379,2022-09-18 00:00:00,0.52,11,4G
11653,343,2024-02-05 00:00:00,4.91,49,5G
11654,435,2022-09-28 00:00:00,0.75,248,5G
11655,387,2022-05-03 00:00:00,0.64,118,4G
11656,42,2023-10-18 00:00:00,1.64,56,4G
11657,354,2022-09-14 00:00:00,1.73,181,4G
11658,416,2023-10-18 00:00:00,0.61,263,5G
11659,109,2023-02-25 00:00:00,0.79,105,4G
11660,51,2022-09-16 00:00:00,0.46,190,4G
11661,250,2022-02-16 00:00:00,3.17,136,4G
11662,497,2024-05-12 00:00:00,3.68,187,4G
11663,341,2023-06-09 00:00:00,1.55,119,5G
11664,430,2024-06-06 00:00:00,3.13,241,4G
11665,383,2022-07-27 00:00:00,3.33,71,4G
11666,492,2022-11-07 00:00:00,0.37,242,5G
11667,21,2024-01-17 00:00:00,8.47,130,5G
11668,300,2022-05-29 00:00:00,4.3,268,5G
11669,139,2024-04-13 00:00:00,0.57,51,4G
11670,359,2023-03-14 00:00:00,0.51,61,4G
11671,324,2022-06-04 00:00:00,0.34,118,4G
11672,499,2023-11-09 00:00:00,0.37,263,4G
11673,385,2022-03-31 00:00:00,3.45,238,4G
11674,92,2023-11-29 00:00:00,1.59,254,4G
11675,447,2024-04-09 00:00:00,3.82,172,4G
11676,280,2022-12-24 00:00:00,3.43,236,5G
11677,125,2022-06-23 00:00:00,2.32,94,4G
11678,483,2022-08-05 00:00:00,2.9,56,5G
11679,397,2023-04-01 00:00:00,0.05,66,4G
11680,111,2024-02-15 00:00:00,0.93,45,4G
11681,354,2023-09-01 00:00:00,2.54,93,4G
11682,139,2023-09-21 00:00:00,0.02,137,5G
11683,484,2022-07-18 00:00:00,0.08,92,4G
11684,435,2024-04-11 00:00:00,4.77,231,5G
11685,273,2023-05-01 00:00:00,2.88,48,4G
11686,99,2023-06-17 00:00:00,0.77,22,5G
11687,252,2022-07-19 00:00:00,2.91,61,4G
11688,338,2023-01-06 00:00:00,3.93,266,5G
11689,104,2024-05-02 00:00:00,0.92,117,4G
11690,214,2023-03-24 00:00:00,0.09,87,5G
11691,249,2022-09-05 00:00:00,6.75,88,4G
11692,152,2024-02-27 00:00:00,1.06,54,4G
11693,250,2022-09-21 00:00:00,0.28,152,5G
11694,275,2022-02-27 00:00:00,1.69,238,4G
11695,165,2022-10-29 00:00:00,3.66,264,4G
11696,487,2022-01-31 00:00:00,0.63,267,5G
11697,341,2023-05-13 00:00:00,0.79,112,4G
11698,8,2022-09-06 00:00:00,0.7,165,4G
11699,284,2023-08-28 00:00:00,11.97,155,4G
11700,5,2024-02-16 00:00:00,0.55,7,5G
11701,145,2022-09-28 00:00:00,2.14,201,4G
11702,101,2023-08-29 00:00:00,6.48,216,4G
11703,164,2023-10-28 00:00:00,0.4,291,5G
11704,374,2023-01-29 00:00:00,8.84,49,5G
11705,147,2024-03-07 00:00:00,7.37,106,5G
11706,64,2023-05-17 00:00:00,5.4,8,5G
11707,91,2023-08-15 00:00:00,0.6,232,4G
11708,117,2024-03-14 00:00:00,2.51,187,4G
11709,354,2022-03-25 00:00:00,3.58,109,4G
11710,267,2022-12-31 00:00:00,10.68,144,5G
11711,310,2024-06-04 00:00:00,0.5,227,5G
11712,173,2023-07-03 00:00:00,3.63,113,5G
11713,47,2022-12-08 00:00:00,1.03,62,4G
11714,140,2024-04-18 00:00:00,0.48,274,4G
11715,246,2023-02-11 00:00:00,1.37,123,4G
11716,149,2023-03-01 00:00:00,3.95,85,4G
11717,246,2024-01-14 00:00:00,1.56,69,5G
11718,395,2022-04-03 00:00:00,1.93,46,4G
11719,487,2024-04-27 00:00:00,13.33,198,4G
11720,476,2023-09-06 00:00:00,1.27,200,5G
11721,5,2023-02-16 00:00:00,2.39,275,4G
11722,465,2023-03-08 00:00:00,1.14,36,4G
11723,184,2023-11-09 00:00:00,1.25,202,4G
11724,20,2022-06-08 00:00:00,2.97,129,5G
11725,425,2022-01-14 00:00:00,6.95,291,5G
11726,46,2023-01-08 00:00:00,1.95,63,4G
11727,12,2022-08-13 00:00:00,3.66,262,4G
11728,70,2023-05-20 00:00:00,0.23,119,4G
11729,17,2022-03-14 00:00:00,0.59,277,4G
11730,371,2022-09-06 00:00:00,1.74,201,4G
11731,147,2023-05-26 00:00:00,0.05,45,4G
11732,154,2023-08-26 00:00:00,0.73,167,4G
11733,304,2022-08-04 00:00:00,1.82,109,5G
11734,108,2023-08-25 00:00:00,0.04,45,4G
11735,236,2023-06-25 00:00:00,0.77,211,4G
11736,308,2024-03-27 00:00:00,1.8,27,4G
11737,352,2022-08-08 00:00:00,2.13,86,4G
11738,70,2024-04-19 00:00:00,6.5,290,4G
11739,183,2023-12-28 00:00:00,2.59,156,4G
11740,250,2022-08-09 00:00:00,1.34,264,5G
11741,228,2023-01-24 00:00:00,6.66,264,5G
11742,102,2023-07-08 00:00:00,3.84,21,5G
11743,75,2023-10-09 00:00:00,0.56,255,4G
11744,417,2022-02-11 00:00:00,0.35,190,5G
11745,446,2023-11-07 00:00:00,2.82,231,4G
11746,216,2024-05-22 00:00:00,2.05,185,5G
11747,407,2022-10-10 00:00:00,3.9,182,4G
11748,399,2022-02-27 00:00:00,3.36,201,4G
11749,411,2024-03-24 00:00:00,2.45,64,4G
11750,203,2024-04-13 00:00:00,10.74,42,5G
11751,192,2023-06-21 00:00:00,1.91,220,5G
11752,249,2022-03-14 00:00:00,0.3,16,5G
11753,499,2024-06-03 00:00:00,4.4,284,4G
11754,242,2022-05-09 00:00:00,0.73,182,4G
11755,465,2023-08-22 00:00:00,3.75,43,5G
11756,179,2024-04-21 00:00:00,7.87,187,4G
11757,437,2023-03-02 00:00:00,2.98,262,5G
11758,462,2023-10-27 00:00:00,2.27,173,4G
11759,219,2023-11-25 00:00:00,1.54,53,4G
11760,82,2022-05-05 00:00:00,1.13,219,5G
11761,92,2022-03-08 00:00:00,1.09,45,4G
11762,435,2022-01-06 00:00:00,2.53,259,5G
11763,175,2023-09-29 00:00:00,3.48,194,4G
11764,239,2022-11-10 00:00:00,2.84,60,5G
11765,260,2022-11-22 00:00:00,0.55,165,4G
11766,391,2023-07-19 00:00:00,1.7,159,5G
11767,365,2023-08-01 00:00:00,3.92,150,4G
11768,163,2024-04-05 00:00:00,1.61,110,4G
11769,48,2023-05-21 00:00:00,1.92,36,4G
