issue_id,customer_id,issue_date,issue_type,resolution_time_hrs,resolved
20469,248,2024-04-02 00:00:00,Slow Internet,21,No
20470,338,2022-09-05 00:00:00,Call Drop,15,Yes
20471,353,2023-09-16 00:00:00,No Signal,67,Yes
20472,398,2022-11-21 00:00:00,Slow Internet,37,Yes
20473,70,2023-04-12 00:00:00,No Signal,45,Yes
20474,203,2022-04-01 00:00:00,No Signal,26,Yes
20475,302,2022-10-21 00:00:00,Call Drop,55,No
20476,148,2023-06-25 00:00:00,Slow Internet,50,Yes
20477,221,2023-06-08 00:00:00,Call Drop,35,Yes
20478,186,2023-10-21 00:00:00,No Signal,41,Yes
20479,355,2023-10-11 00:00:00,Slow Internet,11,No
20480,336,2024-04-29 00:00:00,Call Drop,8,Yes
20481,48,2023-10-31 00:00:00,Slow Internet,54,Yes
20482,263,2022-09-16 00:00:00,No Signal,1,Yes
20483,296,2022-03-28 00:00:00,Slow Internet,20,Yes
20484,315,2022-06-07 00:00:00,No Signal,34,Yes
20485,292,2023-05-09 00:00:00,Call Drop,57,Yes
20486,172,2022-07-05 00:00:00,No Signal,13,Yes
20487,364,2022-12-10 00:00:00,No Signal,54,Yes
20488,31,2024-03-31 00:00:00,Slow Internet,53,Yes
20489,170,2024-05-18 00:00:00,Slow Internet,52,Yes
20490,44,2024-01-11 00:00:00,Call Drop,6,No
20491,427,2023-05-31 00:00:00,Slow Internet,36,Yes
20492,43,2023-07-23 00:00:00,Call Drop,25,Yes
20493,431,2023-05-24 00:00:00,No Signal,58,Yes
20494,134,2023-06-24 00:00:00,No Signal,55,Yes
20495,349,2022-01-16 00:00:00,Slow Internet,3,Yes
20496,219,2023-06-09 00:00:00,No Signal,28,Yes
20497,491,2022-07-19 00:00:00,No Signal,68,Yes
20498,450,2022-07-03 00:00:00,Call Drop,38,Yes
20499,86,2022-11-05 00:00:00,Slow Internet,34,Yes
20500,251,2024-03-26 00:00:00,Call Drop,13,Yes
20501,265,2023-05-23 00:00:00,No Signal,5,Yes
20502,11,2022-10-08 00:00:00,No Signal,60,Yes
20503,80,2024-04-13 00:00:00,No Signal,17,Yes
20504,109,2022-06-07 00:00:00,Slow Internet,57,Yes
20505,461,2022-12-26 00:00:00,No Signal,31,Yes
20506,118,2022-09-16 00:00:00,No Signal,65,Yes
20507,252,2022-06-06 00:00:00,Call Drop,66,Yes
20508,18,2023-03-01 00:00:00,Slow Internet,33,Yes
20509,256,2023-08-29 00:00:00,No Signal,4,Yes
20510,245,2024-02-18 00:00:00,Call Drop,55,Yes
20511,153,2022-01-21 00:00:00,No Signal,24,Yes
20512,97,2023-10-01 00:00:00,Call Drop,32,Yes
20513,500,2022-12-13 00:00:00,No Signal,47,Yes
20514,458,2024-05-12 00:00:00,Slow Internet,16,Yes
20515,186,2022-12-16 00:00:00,Slow Internet,21,Yes
20516,30,2023-01-20 00:00:00,Call Drop,67,Yes
20517,115,2023-03-14 00:00:00,No Signal,31,Yes
20518,241,2023-04-01 00:00:00,Slow Internet,14,Yes
20519,257,2023-09-16 00:00:00,No Signal,6,Yes
20520,447,2024-01-16 00:00:00,Slow Internet,69,Yes
20521,353,2023-06-30 00:00:00,Call Drop,29,Yes
20522,113,2022-03-21 00:00:00,Slow Internet,55,Yes
20523,335,2023-03-28 00:00:00,No Signal,37,Yes
20524,29,2023-08-18 00:00:00,No Signal,59,No
20525,322,2023-06-25 00:00:00,No Signal,36,Yes
20526,459,2023-05-04 00:00:00,Call Drop,59,Yes
20527,437,2023-10-05 00:00:00,Call Drop,64,Yes
20528,226,2023-06-07 00:00:00,No Signal,43,Yes
20529,244,2023-01-27 00:00:00,No Signal,42,Yes
20530,361,2023-07-28 00:00:00,Slow Internet,60,Yes
20531,19,2022-12-25 00:00:00,Slow Internet,62,Yes
20532,322,2022-02-02 00:00:00,Slow Internet,64,Yes
20533,112,2022-05-16 00:00:00,No Signal,58,Yes
20534,212,2023-08-23 00:00:00,Slow Internet,2,Yes
20535,233,2023-02-14 00:00:00,No Signal,71,Yes
20536,436,2023-06-13 00:00:00,Call Drop,8,Yes
20537,159,2022-04-01 00:00:00,Slow Internet,56,Yes
20538,60,2023-02-17 00:00:00,No Signal,36,Yes
20539,373,2022-10-26 00:00:00,No Signal,69,Yes
20540,324,2023-05-02 00:00:00,Call Drop,13,No
20541,93,2024-02-04 00:00:00,Call Drop,39,Yes
20542,248,2022-03-14 00:00:00,Call Drop,6,Yes
20543,158,2023-12-19 00:00:00,Call Drop,19,Yes
20544,141,2022-09-18 00:00:00,Slow Internet,25,Yes
20545,399,2023-11-21 00:00:00,Call Drop,3,Yes
20546,404,2022-11-08 00:00:00,No Signal,53,Yes
20547,418,2024-04-04 00:00:00,No Signal,28,Yes
20548,220,2024-01-02 00:00:00,No Signal,26,Yes
20549,404,2023-11-16 00:00:00,No Signal,47,Yes
20550,306,2022-06-14 00:00:00,No Signal,8,Yes
20551,89,2024-04-19 00:00:00,Call Drop,57,No
20552,155,2022-12-01 00:00:00,No Signal,55,Yes
20553,414,2023-05-17 00:00:00,Call Drop,1,Yes
20554,440,2024-01-02 00:00:00,Call Drop,40,Yes
20555,233,2024-03-14 00:00:00,Call Drop,23,Yes
20556,468,2022-06-10 00:00:00,Call Drop,54,Yes
20557,193,2023-01-25 00:00:00,Slow Internet,42,Yes
20558,99,2024-01-30 00:00:00,Slow Internet,50,No
20559,439,2024-06-01 00:00:00,Slow Internet,4,Yes
20560,113,2022-03-12 00:00:00,Slow Internet,8,Yes
20561,107,2022-04-02 00:00:00,Slow Internet,36,Yes
20562,24,2022-12-27 00:00:00,No Signal,10,No
20563,281,2022-11-17 00:00:00,Slow Internet,30,Yes
20564,488,2022-09-02 00:00:00,No Signal,16,Yes
20565,437,2022-01-24 00:00:00,No Signal,30,No
20566,204,2023-07-11 00:00:00,Call Drop,64,Yes
20567,11,2023-12-02 00:00:00,Call Drop,11,Yes
20568,350,2023-02-07 00:00:00,Call Drop,34,Yes
20569,316,2023-01-08 00:00:00,Slow Internet,55,Yes
20570,205,2022-10-13 00:00:00,No Signal,4,Yes
20571,431,2024-04-12 00:00:00,Slow Internet,49,Yes
20572,409,2023-03-17 00:00:00,Call Drop,44,Yes
20573,500,2024-05-02 00:00:00,Call Drop,31,Yes
20574,25,2023-08-18 00:00:00,No Signal,48,Yes
20575,401,2024-01-04 00:00:00,No Signal,26,Yes
20576,140,2024-05-31 00:00:00,Call Drop,70,Yes
20577,123,2022-12-18 00:00:00,Slow Internet,12,Yes
20578,499,2024-05-04 00:00:00,Slow Internet,45,Yes
20579,436,2022-08-07 00:00:00,No Signal,8,No
20580,11,2023-04-30 00:00:00,Call Drop,9,Yes
20581,266,2023-03-19 00:00:00,Slow Internet,1,Yes
20582,81,2022-08-06 00:00:00,No Signal,5,Yes
20583,444,2023-12-03 00:00:00,No Signal,71,Yes
20584,310,2022-03-08 00:00:00,No Signal,54,Yes
20585,109,2022-01-31 00:00:00,Slow Internet,24,Yes
20586,208,2022-11-18 00:00:00,No Signal,26,Yes
20587,319,2022-09-07 00:00:00,Slow Internet,10,Yes
20588,244,2023-07-20 00:00:00,No Signal,61,Yes
20589,276,2022-01-10 00:00:00,Slow Internet,40,Yes
20590,497,2023-11-09 00:00:00,Call Drop,44,Yes
20591,261,2024-04-30 00:00:00,Slow Internet,12,Yes
20592,297,2022-10-12 00:00:00,Call Drop,22,Yes
20593,374,2022-06-02 00:00:00,No Signal,27,Yes
20594,63,2023-06-28 00:00:00,Slow Internet,67,Yes
20595,184,2023-06-13 00:00:00,No Signal,69,Yes
20596,32,2023-01-06 00:00:00,Call Drop,14,No
20597,283,2022-10-28 00:00:00,No Signal,25,Yes
20598,324,2024-03-27 00:00:00,No Signal,52,Yes
20599,361,2024-05-04 00:00:00,No Signal,59,Yes
20600,432,2022-05-26 00:00:00,Call Drop,38,Yes
20601,7,2023-08-10 00:00:00,Call Drop,20,No
20602,174,2024-06-09 00:00:00,Slow Internet,20,Yes
20603,462,2023-09-28 00:00:00,Slow Internet,56,Yes
20604,359,2022-02-21 00:00:00,Slow Internet,30,Yes
20605,472,2023-02-08 00:00:00,Slow Internet,41,Yes
20606,368,2023-12-03 00:00:00,No Signal,71,Yes
20607,146,2022-05-21 00:00:00,Call Drop,63,Yes
20608,252,2022-03-29 00:00:00,Call Drop,69,Yes
20609,166,2023-03-03 00:00:00,No Signal,29,No
20610,103,2022-03-25 00:00:00,Slow Internet,44,Yes
20611,499,2022-08-31 00:00:00,Call Drop,57,Yes
20612,488,2022-04-16 00:00:00,No Signal,24,Yes
20613,193,2023-08-27 00:00:00,No Signal,19,Yes
20614,17,2022-12-21 00:00:00,Slow Internet,17,Yes
20615,90,2022-01-21 00:00:00,Slow Internet,69,Yes
20616,371,2022-01-06 00:00:00,Call Drop,61,Yes
20617,86,2022-08-09 00:00:00,Call Drop,4,No
20618,103,2024-03-31 00:00:00,Slow Internet,22,Yes
20619,82,2022-03-28 00:00:00,Call Drop,6,Yes
20620,126,2023-11-23 00:00:00,Slow Internet,30,Yes
20621,38,2023-03-29 00:00:00,No Signal,11,Yes
20622,348,2022-12-08 00:00:00,No Signal,48,Yes
20623,213,2023-01-28 00:00:00,No Signal,46,Yes
20624,319,2022-12-18 00:00:00,Call Drop,27,Yes
20625,486,2022-09-03 00:00:00,Slow Internet,19,Yes
20626,225,2023-11-17 00:00:00,No Signal,59,Yes
20627,222,2022-04-23 00:00:00,No Signal,68,Yes
20628,426,2023-08-06 00:00:00,Call Drop,54,Yes
20629,247,2022-06-07 00:00:00,Call Drop,17,Yes
20630,136,2024-03-21 00:00:00,No Signal,50,Yes
20631,286,2022-08-25 00:00:00,Call Drop,40,Yes
20632,231,2023-11-30 00:00:00,Call Drop,11,No
20633,320,2022-08-31 00:00:00,Call Drop,14,No
20634,9,2022-06-15 00:00:00,Call Drop,13,Yes
20635,225,2022-02-03 00:00:00,Slow Internet,28,Yes
20636,313,2022-09-12 00:00:00,Call Drop,44,Yes
20637,107,2022-10-29 00:00:00,Call Drop,63,Yes
20638,187,2022-08-08 00:00:00,Slow Internet,61,Yes
20639,221,2022-02-01 00:00:00,Call Drop,17,No
20640,95,2024-02-08 00:00:00,Call Drop,50,Yes
20641,195,2023-05-24 00:00:00,No Signal,26,Yes
20642,242,2023-04-27 00:00:00,No Signal,7,No
20643,230,2022-08-21 00:00:00,No Signal,16,Yes
20644,331,2022-08-03 00:00:00,Slow Internet,17,Yes
20645,5,2022-08-30 00:00:00,Call Drop,35,Yes
20646,351,2022-09-02 00:00:00,Slow Internet,23,Yes
20647,468,2022-01-20 00:00:00,Slow Internet,69,Yes
20648,4,2022-07-29 00:00:00,Call Drop,9,Yes
20649,264,2023-12-23 00:00:00,Call Drop,18,Yes
20650,426,2023-03-02 00:00:00,No Signal,48,Yes
20651,253,2022-03-13 00:00:00,Call Drop,66,Yes
20652,163,2023-11-05 00:00:00,Slow Internet,23,Yes
20653,141,2022-06-27 00:00:00,No Signal,10,Yes
20654,497,2023-06-07 00:00:00,Slow Internet,38,No
20655,389,2024-05-24 00:00:00,Call Drop,59,Yes
20656,296,2022-10-26 00:00:00,No Signal,68,Yes
20657,19,2022-09-23 00:00:00,Call Drop,43,Yes
20658,82,2023-06-04 00:00:00,No Signal,12,Yes
20659,481,2023-05-10 00:00:00,No Signal,53,Yes
20660,381,2022-10-02 00:00:00,No Signal,14,Yes
20661,4,2023-12-06 00:00:00,Call Drop,52,Yes
20662,128,2024-04-02 00:00:00,No Signal,61,Yes
20663,187,2024-02-10 00:00:00,No Signal,41,Yes
20664,146,2022-02-22 00:00:00,Call Drop,21,No
20665,494,2024-03-22 00:00:00,Slow Internet,48,Yes
20666,152,2023-08-31 00:00:00,Call Drop,56,Yes
20667,363,2024-03-26 00:00:00,Call Drop,35,Yes
20668,93,2024-04-01 00:00:00,No Signal,44,Yes
20669,31,2023-02-04 00:00:00,Call Drop,39,Yes
20670,314,2023-02-18 00:00:00,Call Drop,15,Yes
20671,28,2023-08-27 00:00:00,Call Drop,12,No
20672,137,2023-10-18 00:00:00,No Signal,8,Yes
20673,429,2023-05-04 00:00:00,Call Drop,67,No
20674,90,2023-05-17 00:00:00,No Signal,1,Yes
20675,49,2022-11-03 00:00:00,Call Drop,42,Yes
20676,367,2023-02-21 00:00:00,No Signal,31,Yes
20677,258,2023-05-24 00:00:00,No Signal,30,Yes
20678,6,2023-06-14 00:00:00,Call Drop,43,Yes
20679,29,2023-09-30 00:00:00,Slow Internet,26,Yes
20680,410,2023-10-28 00:00:00,Call Drop,12,Yes
20681,156,2022-01-06 00:00:00,Slow Internet,59,Yes
20682,263,2023-02-26 00:00:00,No Signal,69,Yes
20683,34,2023-03-27 00:00:00,Slow Internet,11,Yes
20684,440,2023-03-03 00:00:00,Slow Internet,47,Yes
20685,237,2023-01-25 00:00:00,No Signal,23,Yes
20686,138,2022-11-30 00:00:00,Slow Internet,43,Yes
20687,368,2023-03-24 00:00:00,Call Drop,39,Yes
20688,489,2022-12-04 00:00:00,Slow Internet,55,Yes
20689,488,2024-04-27 00:00:00,No Signal,18,Yes
20690,57,2022-03-29 00:00:00,Slow Internet,42,Yes
20691,175,2022-09-26 00:00:00,No Signal,26,Yes
20692,214,2022-03-06 00:00:00,No Signal,18,Yes
20693,27,2023-11-09 00:00:00,Call Drop,41,Yes
20694,295,2022-03-05 00:00:00,No Signal,42,Yes
20695,406,2022-09-27 00:00:00,Slow Internet,33,Yes
20696,119,2023-10-19 00:00:00,Call Drop,43,Yes
20697,147,2023-01-12 00:00:00,Call Drop,14,Yes
20698,356,2024-04-24 00:00:00,Slow Internet,55,Yes
20699,265,2024-02-20 00:00:00,Slow Internet,58,Yes
20700,403,2022-11-25 00:00:00,Call Drop,10,Yes
20701,258,2023-06-02 00:00:00,No Signal,28,Yes
20702,348,2023-09-25 00:00:00,Call Drop,14,Yes
20703,189,2024-05-11 00:00:00,Call Drop,26,Yes
20704,315,2023-02-25 00:00:00,Call Drop,17,Yes
20705,231,2022-11-09 00:00:00,No Signal,34,Yes
20706,470,2022-11-05 00:00:00,Slow Internet,14,Yes
20707,499,2024-03-24 00:00:00,Slow Internet,26,Yes
20708,198,2024-04-25 00:00:00,Slow Internet,34,Yes
20709,239,2023-10-06 00:00:00,No Signal,24,Yes
20710,327,2024-03-12 00:00:00,No Signal,70,Yes
20711,70,2022-07-08 00:00:00,Slow Internet,20,Yes
20712,417,2023-12-22 00:00:00,Slow Internet,39,Yes
20713,252,2022-02-11 00:00:00,Slow Internet,45,Yes
20714,462,2023-08-13 00:00:00,Slow Internet,34,Yes
20715,193,2022-11-16 00:00:00,No Signal,22,Yes
20716,25,2023-10-19 00:00:00,Slow Internet,71,Yes
20717,70,2023-03-21 00:00:00,Call Drop,33,Yes
20718,156,2023-01-09 00:00:00,Slow Internet,6,Yes
20719,146,2022-10-13 00:00:00,No Signal,16,Yes
20720,319,2022-06-20 00:00:00,Call Drop,23,Yes
20721,219,2023-08-28 00:00:00,Call Drop,18,Yes
20722,49,2022-09-20 00:00:00,Call Drop,14,No
20723,379,2023-06-19 00:00:00,No Signal,50,Yes
20724,380,2024-03-14 00:00:00,Slow Internet,61,Yes
20725,194,2022-05-22 00:00:00,No Signal,36,Yes
20726,40,2022-05-28 00:00:00,No Signal,15,Yes
20727,85,2023-03-16 00:00:00,Call Drop,5,Yes
20728,343,2023-09-20 00:00:00,Call Drop,53,Yes
20729,450,2023-08-16 00:00:00,No Signal,48,Yes
20730,336,2023-02-20 00:00:00,Call Drop,11,No
20731,4,2022-01-25 00:00:00,No Signal,2,Yes
20732,290,2023-09-19 00:00:00,Call Drop,24,Yes
20733,247,2022-04-04 00:00:00,Slow Internet,68,Yes
20734,5,2022-11-01 00:00:00,Slow Internet,12,Yes
20735,497,2022-07-04 00:00:00,Slow Internet,59,Yes
20736,226,2022-10-10 00:00:00,Call Drop,67,Yes
20737,150,2022-06-04 00:00:00,Call Drop,32,No
20738,238,2023-11-17 00:00:00,Slow Internet,36,No
20739,148,2024-05-12 00:00:00,No Signal,21,Yes
20740,103,2023-11-16 00:00:00,No Signal,70,Yes
20741,175,2023-10-28 00:00:00,Slow Internet,66,Yes
20742,498,2022-01-14 00:00:00,Call Drop,9,Yes
20743,461,2024-06-08 00:00:00,No Signal,44,Yes
20744,236,2024-03-26 00:00:00,No Signal,59,Yes
20745,34,2023-10-02 00:00:00,No Signal,24,Yes
20746,172,2022-12-07 00:00:00,Call Drop,63,Yes
20747,6,2023-08-27 00:00:00,No Signal,41,Yes
20748,440,2024-02-22 00:00:00,No Signal,2,Yes
20749,285,2024-01-04 00:00:00,Slow Internet,28,Yes
20750,225,2023-04-18 00:00:00,Call Drop,16,Yes
20751,53,2024-03-29 00:00:00,Slow Internet,59,Yes
20752,257,2024-04-01 00:00:00,No Signal,1,No
20753,495,2022-04-18 00:00:00,Call Drop,1,Yes
20754,59,2022-11-27 00:00:00,Call Drop,31,Yes
20755,432,2023-06-24 00:00:00,Slow Internet,22,No
20756,246,2023-03-15 00:00:00,Slow Internet,59,Yes
20757,7,2023-12-10 00:00:00,Call Drop,28,Yes
20758,214,2023-12-13 00:00:00,Call Drop,27,Yes
20759,416,2023-10-28 00:00:00,Slow Internet,1,Yes
20760,78,2023-01-19 00:00:00,No Signal,2,Yes
20761,189,2023-08-05 00:00:00,Call Drop,66,Yes
20762,441,2022-06-09 00:00:00,No Signal,49,Yes
20763,307,2023-03-08 00:00:00,Slow Internet,19,Yes
20764,216,2024-05-13 00:00:00,Call Drop,28,Yes
20765,403,2023-01-31 00:00:00,Slow Internet,70,Yes
20766,283,2023-09-07 00:00:00,Call Drop,39,Yes
20767,319,2023-05-03 00:00:00,Call Drop,19,Yes
20768,444,2024-01-18 00:00:00,Slow Internet,64,Yes
20769,61,2022-07-08 00:00:00,Slow Internet,58,Yes
20770,61,2023-02-22 00:00:00,No Signal,17,Yes
20771,215,2022-12-09 00:00:00,Slow Internet,70,No
20772,382,2022-12-27 00:00:00,Slow Internet,41,Yes
20773,45,2022-04-19 00:00:00,No Signal,5,No
20774,405,2024-04-28 00:00:00,Slow Internet,23,Yes
20775,172,2022-10-28 00:00:00,No Signal,69,Yes
20776,221,2023-01-03 00:00:00,No Signal,10,Yes
20777,385,2022-09-12 00:00:00,Slow Internet,68,Yes
20778,95,2022-11-12 00:00:00,No Signal,12,Yes
20779,347,2023-12-06 00:00:00,No Signal,10,Yes
20780,44,2022-03-12 00:00:00,No Signal,60,Yes
20781,228,2022-09-26 00:00:00,Slow Internet,30,Yes
20782,62,2024-04-25 00:00:00,Slow Internet,24,Yes
20783,317,2023-05-16 00:00:00,No Signal,69,No
20784,219,2022-07-28 00:00:00,Slow Internet,13,Yes
20785,335,2023-04-23 00:00:00,Call Drop,9,Yes
20786,89,2022-06-25 00:00:00,No Signal,18,Yes
20787,112,2022-08-27 00:00:00,Call Drop,35,Yes
20788,207,2024-06-11 00:00:00,Slow Internet,4,Yes
20789,488,2023-09-02 00:00:00,Call Drop,41,Yes
20790,467,2024-05-08 00:00:00,Slow Internet,26,Yes
20791,367,2023-03-18 00:00:00,Slow Internet,44,No
20792,306,2023-08-24 00:00:00,No Signal,42,Yes
20793,203,2024-02-03 00:00:00,Call Drop,10,Yes
20794,297,2023-05-07 00:00:00,No Signal,1,No
20795,33,2022-04-09 00:00:00,Call Drop,54,Yes
20796,489,2022-11-25 00:00:00,Slow Internet,16,Yes
20797,215,2022-11-22 00:00:00,Slow Internet,46,Yes
20798,12,2023-03-21 00:00:00,No Signal,13,Yes
20799,2,2023-10-28 00:00:00,Call Drop,64,Yes
20800,363,2022-10-22 00:00:00,Call Drop,55,Yes
20801,149,2023-03-18 00:00:00,Slow Internet,63,Yes
20802,142,2024-03-05 00:00:00,No Signal,18,Yes
20803,290,2024-03-18 00:00:00,Slow Internet,61,Yes
20804,207,2024-06-09 00:00:00,Slow Internet,20,Yes
20805,341,2022-01-31 00:00:00,No Signal,65,Yes
20806,192,2022-05-11 00:00:00,Call Drop,64,Yes
20807,407,2023-12-29 00:00:00,Call Drop,64,No
20808,341,2023-06-11 00:00:00,Slow Internet,13,Yes
20809,306,2023-03-14 00:00:00,Call Drop,68,Yes
20810,398,2022-11-22 00:00:00,No Signal,70,Yes
20811,469,2022-09-24 00:00:00,Call Drop,57,Yes
20812,252,2022-10-13 00:00:00,Call Drop,45,Yes
20813,204,2022-10-18 00:00:00,Slow Internet,38,Yes
20814,362,2023-01-03 00:00:00,Call Drop,54,Yes
20815,46,2023-05-01 00:00:00,No Signal,36,Yes
20816,374,2023-07-09 00:00:00,Slow Internet,67,Yes
20817,495,2022-06-17 00:00:00,No Signal,11,Yes
20818,261,2024-05-10 00:00:00,Call Drop,27,Yes
20819,66,2023-04-16 00:00:00,Call Drop,17,Yes
20820,150,2024-02-06 00:00:00,Slow Internet,33,Yes
20821,70,2022-06-19 00:00:00,No Signal,5,Yes
20822,364,2024-06-05 00:00:00,Call Drop,62,Yes
20823,2,2024-02-10 00:00:00,Call Drop,65,Yes
20824,29,2022-12-12 00:00:00,Slow Internet,71,Yes
20825,256,2022-03-19 00:00:00,Call Drop,67,Yes
20826,61,2024-04-30 00:00:00,Call Drop,44,Yes
20827,100,2022-03-26 00:00:00,Call Drop,14,Yes
20828,384,2024-06-10 00:00:00,No Signal,57,Yes
20829,455,2023-10-23 00:00:00,No Signal,48,Yes
20830,144,2022-07-20 00:00:00,No Signal,17,No
20831,192,2023-08-12 00:00:00,Call Drop,44,Yes
20832,353,2022-12-27 00:00:00,Slow Internet,4,Yes
20833,353,2024-02-01 00:00:00,Slow Internet,30,Yes
20834,270,2023-07-19 00:00:00,Slow Internet,55,Yes
20835,299,2024-03-22 00:00:00,No Signal,30,Yes
20836,460,2022-10-29 00:00:00,No Signal,18,Yes
20837,427,2022-10-20 00:00:00,No Signal,44,No
20838,326,2022-10-21 00:00:00,No Signal,62,Yes
20839,311,2022-04-19 00:00:00,Call Drop,31,Yes
20840,204,2022-12-31 00:00:00,Slow Internet,16,Yes
20841,245,2023-08-23 00:00:00,Slow Internet,23,Yes
20842,31,2023-11-09 00:00:00,No Signal,14,Yes
20843,332,2023-05-09 00:00:00,Slow Internet,2,Yes
20844,458,2022-09-24 00:00:00,Slow Internet,12,Yes
20845,424,2022-04-03 00:00:00,No Signal,58,Yes
20846,411,2023-11-16 00:00:00,No Signal,56,No
20847,52,2022-03-05 00:00:00,No Signal,24,Yes
20848,384,2023-03-04 00:00:00,No Signal,37,Yes
20849,243,2023-09-30 00:00:00,Call Drop,29,Yes
20850,263,2023-01-03 00:00:00,Slow Internet,42,Yes
20851,174,2024-01-12 00:00:00,Call Drop,18,Yes
20852,100,2022-04-15 00:00:00,Slow Internet,3,Yes
20853,417,2022-07-28 00:00:00,Call Drop,13,No
20854,475,2023-07-28 00:00:00,No Signal,29,Yes
20855,392,2024-01-22 00:00:00,Call Drop,66,Yes
20856,389,2023-04-19 00:00:00,No Signal,59,Yes
20857,61,2022-03-02 00:00:00,No Signal,48,Yes
20858,456,2022-12-12 00:00:00,Call Drop,4,Yes
20859,360,2022-01-12 00:00:00,Slow Internet,51,Yes
20860,188,2023-04-11 00:00:00,Call Drop,5,Yes
20861,469,2023-10-11 00:00:00,No Signal,39,No
20862,408,2022-07-14 00:00:00,No Signal,41,Yes
20863,7,2022-03-15 00:00:00,Slow Internet,5,Yes
20864,189,2024-05-24 00:00:00,Slow Internet,8,Yes
20865,83,2023-01-21 00:00:00,Slow Internet,56,Yes
20866,351,2022-05-16 00:00:00,No Signal,25,Yes
20867,420,2024-06-02 00:00:00,Call Drop,52,Yes
20868,283,2023-07-09 00:00:00,Slow Internet,52,Yes
20869,124,2023-03-12 00:00:00,No Signal,7,No
20870,157,2022-02-08 00:00:00,Call Drop,61,Yes
20871,87,2023-06-27 00:00:00,Slow Internet,47,Yes
20872,148,2023-10-16 00:00:00,Call Drop,66,Yes
20873,70,2022-11-16 00:00:00,Call Drop,59,Yes
20874,460,2024-05-20 00:00:00,No Signal,5,Yes
20875,370,2024-05-14 00:00:00,No Signal,44,Yes
20876,76,2023-07-10 00:00:00,No Signal,42,Yes
20877,114,2023-12-01 00:00:00,Call Drop,61,Yes
20878,3,2022-12-19 00:00:00,Slow Internet,63,No
20879,234,2023-05-29 00:00:00,Slow Internet,50,Yes
20880,167,2023-04-28 00:00:00,Slow Internet,38,Yes
20881,99,2023-02-20 00:00:00,No Signal,54,Yes
20882,124,2024-03-14 00:00:00,Slow Internet,44,Yes
20883,467,2024-04-02 00:00:00,Slow Internet,24,Yes
20884,45,2023-01-05 00:00:00,No Signal,63,Yes
20885,382,2022-12-09 00:00:00,Slow Internet,39,Yes
20886,324,2022-11-21 00:00:00,Slow Internet,12,Yes
20887,287,2023-01-02 00:00:00,Slow Internet,63,Yes
20888,106,2022-12-02 00:00:00,Call Drop,9,Yes
20889,294,2022-10-23 00:00:00,Call Drop,22,Yes
20890,481,2022-01-24 00:00:00,No Signal,36,Yes
20891,134,2024-06-03 00:00:00,No Signal,28,Yes
20892,8,2023-03-18 00:00:00,Call Drop,56,No
20893,28,2022-04-14 00:00:00,No Signal,29,Yes
20894,271,2023-02-16 00:00:00,No Signal,5,Yes
20895,223,2023-07-28 00:00:00,Slow Internet,4,Yes
20896,8,2023-10-27 00:00:00,No Signal,51,Yes
20897,310,2024-02-14 00:00:00,No Signal,15,Yes
20898,134,2022-10-21 00:00:00,Slow Internet,60,Yes
20899,29,2024-06-05 00:00:00,Slow Internet,26,No
20900,115,2022-08-31 00:00:00,Call Drop,23,Yes
20901,494,2022-12-08 00:00:00,No Signal,29,Yes
20902,34,2024-05-03 00:00:00,Slow Internet,57,Yes
20903,7,2024-05-08 00:00:00,No Signal,62,Yes
20904,40,2023-09-25 00:00:00,No Signal,59,Yes
20905,330,2024-05-14 00:00:00,Call Drop,48,No
20906,397,2022-06-22 00:00:00,Call Drop,35,Yes
20907,62,2023-02-20 00:00:00,Call Drop,46,Yes
20908,86,2022-04-13 00:00:00,Call Drop,33,Yes
20909,213,2022-06-09 00:00:00,Call Drop,71,Yes
20910,116,2022-09-14 00:00:00,Slow Internet,10,Yes
20911,65,2023-12-15 00:00:00,Call Drop,48,Yes
20912,297,2023-07-11 00:00:00,Slow Internet,44,No
20913,379,2023-07-30 00:00:00,Call Drop,70,Yes
20914,170,2022-07-15 00:00:00,Slow Internet,63,No
20915,116,2023-01-26 00:00:00,No Signal,49,Yes
20916,322,2022-03-11 00:00:00,Call Drop,41,No
20917,116,2023-11-24 00:00:00,Slow Internet,39,Yes
20918,221,2024-04-22 00:00:00,Call Drop,23,Yes
20919,395,2022-09-04 00:00:00,Slow Internet,13,Yes
20920,357,2022-11-25 00:00:00,Slow Internet,53,No
20921,50,2022-06-07 00:00:00,Call Drop,70,Yes
20922,327,2023-11-29 00:00:00,Slow Internet,57,Yes
20923,419,2024-01-13 00:00:00,No Signal,67,Yes
20924,478,2023-08-08 00:00:00,Call Drop,48,Yes
20925,336,2022-02-24 00:00:00,No Signal,20,Yes
20926,79,2023-05-01 00:00:00,Slow Internet,62,Yes
20927,488,2022-08-31 00:00:00,Slow Internet,45,Yes
20928,20,2024-03-24 00:00:00,Call Drop,63,Yes
20929,412,2022-12-19 00:00:00,No Signal,8,Yes
20930,379,2023-02-14 00:00:00,No Signal,26,Yes
20931,37,2023-12-28 00:00:00,Call Drop,38,Yes
20932,259,2022-01-15 00:00:00,No Signal,41,Yes
20933,93,2022-05-27 00:00:00,Call Drop,2,Yes
20934,187,2023-05-05 00:00:00,Call Drop,7,Yes
20935,357,2023-10-18 00:00:00,Slow Internet,25,No
20936,201,2022-01-25 00:00:00,Slow Internet,51,Yes
20937,411,2023-09-03 00:00:00,No Signal,50,Yes
